70,205,210,217,222,229,234,241,246,253,258,265,270,277,282,289,294,301,306,313,318,325,330,337,342,349,354,71,
83,200,207,212,219,224,231,236,243,248,255,260,267,272,279,284,291,296,303,308,315,320,327,332,339,344,351,356,361,362,367,50
81,202,209,214,221,226,233,238,245,250,257,262,269,274,281,286,293,298,305,310,317,322,329,334,341,346,353,80,
201,204,211,216,223,228,235,240,247,252,259,264,271,276,283,288,295,300,307,312,319,324,331,336,343,348,355,358,363,364,11,
51,206,213,218,225,230,237,242,249,254,261,266,273,278,285,290,297,302,309,314,321,326,333,338,345,350,357,82,
60,203,208,215,220,227,232,239,244,251,256,263,268,275,280,287,292,299,304,311,316,323,328,335,340,347,352,359,360,365,84,
